,URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
29,blackassign0030,https://insights.blackcoffer.com/what-if-the-creation-is-taking-over-the-creator/,68.0,33,0.3465346500343104,0.07492581596815592,0.0,0.0,0.0,0.0,915.0,0.0,7.037158469945355,,
30,blackassign0031,https://insights.blackcoffer.com/what-jobs-will-robots-take-from-humans-in-the-future/,62.0,38,0.23999999760000004,0.10266940441204374,0.0,0.0,0.0,0.0,479.0,0.0,7.379958246346555,,
31,blackassign0032,https://insights.blackcoffer.com/will-machine-replace-the-human-in-the-future-of-work/,70.0,39,0.2844036671155627,0.09106098572175356,0.0,0.0,0.0,0.0,746.0,0.0,6.67828418230563,,
32,blackassign0033,https://insights.blackcoffer.com/will-ai-replace-us-or-work-with-us/,67.0,24,0.472527467334863,0.09063745010892685,0.0,0.0,0.0,0.0,690.0,0.0,7.1231884057971016,,
33,blackassign0034,https://insights.blackcoffer.com/man-and-machines-together-machines-are-more-diligent-than-humans-blackcoffe/,48.0,24,0.3333333287037038,0.08247422670965152,0.0,0.0,0.0,0.0,864.0,0.0,6.600694444444445,,
34,blackassign0035,https://insights.blackcoffer.com/in-future-or-in-upcoming-years-humans-and-machines-are-going-to-work-together-in-every-field-of-work/,61.0,24,0.4352941125259516,0.07397737156311804,0.0,0.0,0.0,0.0,781.0,0.0,7.407170294494239,,
35,blackassign0036,https://insights.blackcoffer.com/how-neural-networks-can-be-applied-in-various-areas-in-the-future/,31.0,14,0.37777776938271623,0.07053291524994841,0.0,0.0,0.0,0.0,1265.0,0.0,7.502766798418972,,
36,blackassign0037,https://insights.blackcoffer.com/how-machine-learning-will-affect-your-business/,41.0,22,0.30158729680020163,0.07394366188504264,0.0,0.0,0.0,0.0,912.0,0.0,6.827850877192983,,
37,blackassign0038,https://insights.blackcoffer.com/deep-learning-impact-on-areas-of-e-learning/,71.0,41,0.26785714046556125,0.0827178729078893,0.0,0.0,0.0,0.0,1131.0,0.0,7.499557913351016,,
38,blackassign0039,https://insights.blackcoffer.com/how-to-protect-future-data-and-its-privacy-blackcoffer/,50.0,62,-0.1071428561862245,0.07999999994285714,0.0,0.0,0.0,0.0,1014.0,0.0,6.779092702169625,,
39,blackassign0040,https://insights.blackcoffer.com/how-machines-ai-automations-and-robo-human-are-effective-in-finance-and-banking/,41.0,15,0.4642857059948981,0.09893992915381639,0.0,0.0,0.0,0.0,820.0,0.0,7.073170731707317,,
40,blackassign0041,https://insights.blackcoffer.com/ai-human-robotics-machine-future-planet-blackcoffer-thinking-jobs-workplace/,35.0,29,0.09374999853515628,0.06881720422707828,0.0,0.0,0.0,0.0,1113.0,0.0,7.035938903863432,,
41,blackassign0042,https://insights.blackcoffer.com/how-ai-will-change-the-world-blackcoffer/,62.0,25,0.42528735143347873,0.09324758832449348,0.0,0.0,0.0,0.0,579.0,0.0,6.953367875647668,,
42,blackassign0043,https://insights.blackcoffer.com/future-of-work-how-ai-has-entered-the-workplace/,30.0,2,0.874999972656251,0.06464646451586573,0.0,0.0,0.0,0.0,815.0,0.0,7.658895705521473,,
43,blackassign0044,https://insights.blackcoffer.com/ai-tool-alexa-google-assistant-finance-banking-tool-future/,68.0,23,0.49450548907136826,0.08617424234263801,0.0,0.0,0.0,0.0,1331.0,0.0,6.955672426746807,,
44,blackassign0045,https://insights.blackcoffer.com/ai-healthcare-revolution-ml-technology-algorithm-google-analytics-industrialrevolution/,83.0,41,0.3387096746878252,0.12665985686755887,0.0,0.0,0.0,0.0,1244.0,0.0,6.976688102893891,,
45,blackassign0046,https://insights.blackcoffer.com/all-you-need-to-know-about-online-marketing/,22.0,2,0.8333332986111125,0.04060913698712498,0.0,0.0,0.0,0.0,544.0,0.0,6.908088235294118,,
46,blackassign0047,https://insights.blackcoffer.com/evolution-of-advertising-industry/,19.0,8,0.4074073923182447,0.04492512471726269,0.0,0.0,0.0,0.0,886.0,0.0,6.834085778781039,,
47,blackassign0048,https://insights.blackcoffer.com/how-data-analytics-can-help-your-business-respond-to-the-impact-of-covid-19/,5.0,5,0.0,0.037453183380325154,0.0,0.0,0.0,0.0,976.0,0.0,7.052254098360656,,
48,blackassign0049,https://insights.blackcoffer.com/covid-19-environmental-impact-for-the-future/,29.0,70,-0.41414140995816756,0.10133060378574145,0.0,0.0,0.0,0.0,453.0,0.0,7.637969094922737,,
49,blackassign0050,https://insights.blackcoffer.com/environmental-impact-of-the-covid-19-pandemic-lesson-for-the-future/,22.0,17,0.12820512491781733,0.0653266330564043,0.0,0.0,0.0,0.0,1010.0,0.0,7.184158415841584,,
50,blackassign0051,https://insights.blackcoffer.com/how-data-analytics-and-ai-are-used-to-halt-the-covid-19-pandemic/,60.0,40,0.199999998,0.08460236879475264,0.0,0.0,0.0,0.0,1104.0,0.0,6.6856884057971016,,
51,blackassign0052,https://insights.blackcoffer.com/difference-between-artificial-intelligence-machine-learning-statistics-and-data-mining/,44.0,5,0.7959183511037071,0.089579524516308,0.0,0.0,0.0,0.0,556.0,0.0,7.489208633093525,,
52,blackassign0053,https://insights.blackcoffer.com/how-python-became-the-first-choice-for-data-science/,10.0,3,0.5384614970414233,0.0330788803229545,0.0,0.0,0.0,0.0,552.0,0.0,7.8768115942028984,,
53,blackassign0054,https://insights.blackcoffer.com/how-google-fit-measure-heart-and-respiratory-rates-using-a-phone/,26.0,9,0.4857142718367351,0.05546751179799127,0.0,0.0,0.0,0.0,256.0,0.0,7.8671875,,
54,blackassign0055,https://insights.blackcoffer.com/what-is-the-future-of-mobile-apps/,17.0,10,0.2592592496570648,0.056485355530365364,0.0,0.0,0.0,0.0,920.0,0.0,7.102173913043479,,
55,blackassign0056,https://insights.blackcoffer.com/impact-of-ai-in-health-and-medicine/,20.0,10,0.33333332222222256,0.0826446278715024,0.0,0.0,0.0,0.0,551.0,0.0,7.083484573502722,,
56,blackassign0057,https://insights.blackcoffer.com/telemedicine-what-patients-like-and-dislike-about-it/,10.0,2,0.6666666111111158,0.044609665261674106,0.0,0.0,0.0,0.0,1130.0,0.0,6.936283185840708,,
57,blackassign0058,https://insights.blackcoffer.com/how-we-forecast-future-technologies/,28.0,39,-0.1641791020271776,0.10771704162746457,0.0,0.0,0.0,0.0,515.0,0.0,7.460194174757282,,
58,blackassign0059,https://insights.blackcoffer.com/can-robots-tackle-late-life-loneliness/,13.0,4,0.5294117335640156,0.06343283558420584,0.0,0.0,0.0,0.0,375.0,0.0,7.16,,
59,blackassign0060,https://insights.blackcoffer.com/embedding-care-robots-into-society-socio-technical-considerations/,38.0,12,0.5199999896000003,0.08347245395079723,0.0,0.0,0.0,0.0,604.0,0.0,6.913907284768212,,
60,blackassign0061,https://insights.blackcoffer.com/management-challenges-for-future-digitalization-of-healthcare-services/,6.0,9,-0.19999998666666757,0.06122448954602249,0.0,0.0,0.0,0.0,431.0,0.0,7.387470997679815,,
61,blackassign0062,https://insights.blackcoffer.com/are-we-any-closer-to-preventing-a-nuclear-holocaust/,31.0,48,-0.2151898706937991,0.06561461788570214,0.0,0.0,0.0,0.0,338.0,0.0,7.745562130177515,,
62,blackassign0063,https://insights.blackcoffer.com/will-technology-eliminate-the-need-for-animal-testing-in-drug-development/,14.0,27,-0.31707316299821553,0.11918604616515685,0.0,0.0,0.0,0.0,239.0,0.0,8.02092050209205,,
63,blackassign0064,https://insights.blackcoffer.com/will-we-ever-understand-the-nature-of-consciousness/,45.0,25,0.2857142816326531,0.068560234996513,0.0,0.0,0.0,0.0,572.0,0.0,6.874125874125874,,
64,blackassign0065,https://insights.blackcoffer.com/will-we-ever-colonize-outer-space/,28.0,7,0.5999999828571434,0.05952380942257855,0.0,0.0,0.0,0.0,250.0,0.0,7.564,,
65,blackassign0066,https://insights.blackcoffer.com/what-is-the-chance-homo-sapiens-will-survive-for-the-next-500-years/,38.0,28,0.15151514921946743,0.06273764252591478,0.0,0.0,0.0,0.0,555.0,0.0,7.706306306306306,,
66,blackassign0067,https://insights.blackcoffer.com/why-does-your-business-need-a-chatbot/,45.0,9,0.6666666543209879,0.06375442731552015,0.0,0.0,0.0,0.0,225.0,0.0,7.6755555555555555,,
67,blackassign0068,https://insights.blackcoffer.com/how-you-lead-a-project-or-a-team-without-any-technical-expertise/,34.0,8,0.6190476043083905,0.10769230741617357,0.0,0.0,0.0,0.0,1115.0,0.0,7.589237668161435,,
68,blackassign0069,https://insights.blackcoffer.com/can-you-be-great-leader-without-technical-expertise/,46.0,17,0.4603174530108341,0.0564010742556839,0.0,0.0,0.0,0.0,335.0,0.0,7.313432835820896,,
69,blackassign0070,https://insights.blackcoffer.com/how-does-artificial-intelligence-affect-the-environment/,25.0,70,-0.47368420554016627,0.14032496286510346,0.0,0.0,0.0,0.0,1041.0,0.0,6.783861671469741,,
70,blackassign0071,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes-2/,27.0,33,-0.09999999833333337,0.07863695926784146,0.0,0.0,0.0,0.0,538.0,0.0,7.0130111524163565,,
71,blackassign0072,https://insights.blackcoffer.com/is-perfection-the-greatest-enemy-of-productivity/,65.0,24,0.4606741521272567,0.11498707995479705,0.0,0.0,0.0,0.0,974.0,0.0,6.7268993839835725,,
72,blackassign0073,https://insights.blackcoffer.com/global-financial-crisis-2008-causes-effects-and-its-solution/,27.0,22,0.10204081424406503,0.059683312960190846,0.0,0.0,0.0,0.0,825.0,0.0,6.8533333333333335,,
73,blackassign0074,https://insights.blackcoffer.com/gender-diversity-and-equality-in-the-tech-industry/,24.0,75,-0.5151515099479645,0.1414285712265306,0.0,0.0,0.0,0.0,385.0,0.0,7.241558441558442,,
74,blackassign0075,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes/,23.0,13,0.2777777700617286,0.06545454533553718,0.0,0.0,0.0,0.0,1070.0,0.0,7.1177570093457945,,
75,blackassign0076,https://insights.blackcoffer.com/how-small-business-can-survive-the-coronavirus-crisis/,13.0,8,0.23809522675737013,0.061224489617421315,0.0,0.0,0.0,0.0,660.0,0.0,7.006060606060606,,
76,blackassign0077,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors-and-food-stalls/,30.0,19,0.22448979133694305,0.07827476025834702,0.0,0.0,0.0,0.0,732.0,0.0,6.637978142076503,,
77,blackassign0078,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors/,25.0,31,-0.10714285522959188,0.06392694056629344,0.0,0.0,0.0,0.0,745.0,0.0,6.76510067114094,,
78,blackassign0079,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-tourism-aviation-industries/,39.0,13,0.49999999038461557,0.01946107783702804,0.0,0.0,0.0,0.0,753.0,0.0,7.45816733067729,,
79,blackassign0080,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-sports-events-around-the-world/,37.0,43,-0.07499999906250002,0.07233273049517835,0.0,0.0,0.0,0.0,679.0,0.0,6.980854197349043,,
80,blackassign0081,https://insights.blackcoffer.com/changing-landscape-and-emerging-trends-in-the-indian-it-ites-industry/,33.0,66,-0.33333332996633,0.0863874344795921,0.0,0.0,0.0,0.0,515.0,0.0,7.025242718446602,,
81,blackassign0082,https://insights.blackcoffer.com/online-gaming-adolescent-online-gaming-effects-demotivated-depression-musculoskeletal-and-psychosomatic-symptoms/,8.0,3,0.4545454132231443,0.04508196702835259,0.0,0.0,0.0,0.0,310.0,0.0,7.425806451612903,,
82,blackassign0083,https://insights.blackcoffer.com/human-rights-outlook/,32.0,6,0.6842105083102499,0.05722891557646248,0.0,0.0,0.0,0.0,580.0,0.0,7.360344827586207,,
83,blackassign0084,https://insights.blackcoffer.com/how-voice-search-makes-your-business-a-successful-business/,39.0,36,0.03999999946666667,0.07136060887596515,0.0,0.0,0.0,0.0,827.0,0.0,7.0689238210399035,,
84,blackassign0085,https://insights.blackcoffer.com/how-the-covid-19-crisis-is-redefining-jobs-and-services/,35.0,34,0.014492753413148502,0.08767471399278944,0.0,0.0,0.0,0.0,2300.0,0.0,6.386956521739131,,
85,blackassign0086,https://insights.blackcoffer.com/how-to-increase-social-media-engagement-for-marketers/,52.0,16,0.5294117569204153,0.06087734999026199,0.0,0.0,0.0,0.0,1068.0,0.0,7.109550561797753,,
86,blackassign0087,https://insights.blackcoffer.com/impacts-of-covid-19-on-streets-sides-food-stalls/,21.0,46,-0.37313432278903996,0.05118410996853773,0.0,0.0,0.0,0.0,1055.0,0.0,7.341232227488152,,
87,blackassign0088,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets-2/,21.0,42,-0.3333333280423281,0.08665749644201169,0.0,0.0,0.0,0.0,223.0,0.0,7.695067264573991,,
88,blackassign0089,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-5/,41.0,49,-0.08888888790123459,0.11194029836823347,0.0,0.0,0.0,0.0,631.0,0.0,6.917591125198098,,
89,blackassign0090,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-4/,28.0,29,-0.017543859341335802,0.07905686535498355,0.0,0.0,0.0,0.0,1059.0,0.0,7.028328611898017,,
90,blackassign0091,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-2/,9.0,5,0.2857142653061239,0.051851851659807956,0.0,0.0,0.0,0.0,750.0,0.0,7.024,,
91,blackassign0092,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-3/,20.0,39,-0.32203389284688316,0.06357758613838622,0.0,0.0,0.0,0.0,1091.0,0.0,6.9908340971585705,,
92,blackassign0093,https://insights.blackcoffer.com/travel-and-tourism-outlook/,37.0,48,-0.12941176318339104,0.10265700470693598,0.0,0.0,0.0,0.0,1226.0,0.0,6.849918433931484,,
93,blackassign0094,https://insights.blackcoffer.com/gaming-disorder-and-effects-of-gaming-on-health/,13.0,26,-0.33333332478632505,0.06701030916321253,0.0,0.0,0.0,0.0,685.0,0.0,7.151824817518248,,
94,blackassign0095,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation/,32.0,56,-0.27272726962809923,0.10653753013736376,0.0,0.0,0.0,0.0,778.0,0.0,6.940874035989717,,
95,blackassign0096,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation-2/,26.0,36,-0.16129031997918838,0.09077598815406152,0.0,0.0,0.0,0.0,748.0,0.0,7.024064171122995,,
96,blackassign0097,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-office-space-and-co-working-industries/,6.0,2,0.4999999375000079,0.028169013985320374,0.0,0.0,0.0,0.0,248.0,0.0,7.471774193548387,,
97,blackassign0098,https://insights.blackcoffer.com/contribution-of-handicrafts-visual-arts-literature-in-the-indian-economy/,17.0,4,0.6190475895691624,0.04384133602538343,0.0,0.0,0.0,0.0,853.0,0.0,7.481828839390387,,
98,blackassign0099,https://insights.blackcoffer.com/how-covid-19-is-impacting-payment-preferences/,33.0,53,-0.23255813683071935,0.12303290397277124,0.0,0.0,0.0,0.0,783.0,0.0,6.856960408684547,,
99,blackassign0100,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,516.0,0.0,7.184108527131783,,
100,blackassign0101,https://fikfap.com/,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,796.0,0.0,7.306532663316583,,
